GI number	Length	Count
GI:42571053	393	50
GI:18403587	384	50
GI:30686117	281	1
GI:186505325	162	2
GI:186505322	162	2
GI:18403595	81	1
GI:15226781	406	5
GI:15226783	148	2
GI:30686136	290	2
GI:15226787	303	7
GI:79324330	422	5
GI:30686146	321	5
GI:30686151	527	1
GI:15226800	438	49
GI:42571055	22	0
GI:15226801	1623	25
GI:30686165	561	5
GI:240254583	1723	1
GI:15226804	206	2
GI:15226806	175	4
GI:15226808	852	7
GI:30686189	198	12
GI:30686193	825	1
GI:240254586	339	37
GI:30686199	613	3
GI:15226828	237	2
GI:30686205	1297	1
GI:15226830	532	28
GI:15226832	50	1
GI:15226834	540	28
GI:42569619	291	2
GI:145330356	72	2
GI:15226838	427	19
GI:15226840	293	3
GI:186505383	214	3
GI:30686224	236	12
GI:145330358	186	2
GI:15226849	186	2
GI:18403681	116	1
GI:15226853	806	10
GI:15226855	597	6
GI:42571057	276	11
GI:30686240	386	11
GI:15226858	288	4
GI:79567709	652	3
GI:145330360	88	1
GI:15226862	905	45
GI:15226864	618	9
GI:15226868	569	7
GI:15226869	730	3
GI:15226871	303	1
GI:15226873	302	14
GI:15226874	378	17
GI:145330362	194	3
GI:15226875	194	3
GI:15226877	502	3
GI:15226879	627	46
GI:30686277	294	1
GI:30686280	596	1
GI:15226883	1257	50
GI:79324347	793	15
GI:15226892	792	15
GI:18403734	158	2
GI:186505443	423	1
GI:238479460	239	2
GI:240254589	227	2
GI:145360628	158	2
GI:30686300	447	9
GI:79324356	1396	2
GI:79567711	1425	2
GI:15226906	156	3
GI:15226907	591	3
GI:15226909	879	10
GI:238479462	879	10
GI:145330364	879	10
GI:18403760	323	7
GI:18403763	579	4
GI:15226918	794	16
GI:18403768	484	12
GI:18403771	265	4
GI:15226927	201	2
GI:186505475	51	1
GI:42571059	371	9
GI:18403775	395	9
GI:30686342	106	1
GI:15226932	402	4
GI:42571061	295	4
GI:15226934	232	11
GI:15226935	342	40
GI:18403785	382	2
GI:15226945	285	15
GI:30686368	163	4
GI:30686373	121	1
GI:15226951	97	1
GI:30686380	288	8
GI:18403799	307	1
GI:186505512	738	5
GI:145360634	1044	23
GI:145330366	99	1
GI:42569633	783	10
GI:15226964	225	1
GI:15226973	165	3
GI:15226975	336	50
GI:79324367	248	50
GI:15226977	352	6
GI:30686404	403	6
GI:79324382	344	6
GI:15226983	308	8
GI:42569636	254	5
GI:42569638	252	2
GI:79594244	346	1
GI:15226994	238	5
GI:18403850	167	1
GI:30686423	195	2
GI:15227428	376	3
GI:18403860	387	1
GI:18403862	568	4
GI:30686440	116	3
GI:18403864	115	3
GI:42570366	409	7
GI:15227436	575	6
GI:30686452	271	16
GI:145330368	226	16
GI:30686455	226	16
GI:79324391	226	16
GI:15227449	374	11
GI:18403887	156	2
GI:18403894	331	8
GI:18403898	109	6
GI:30686478	644	1
GI:42571063	86	1
GI:30686482	447	23
GI:42569645	589	50
GI:30686489	1978	1
GI:18403909	154	30
GI:15227458	340	2
GI:18403914	556	16
GI:18403916	439	7
GI:42571065	325	7
GI:79324406	325	7
GI:186505625	90	3
GI:186505621	104	3
GI:186505617	91	3
GI:145360649	755	7
GI:18403920	337	3
GI:15227469	664	6
GI:15227471	194	19
GI:42571067	389	4
GI:42571069	115	3
GI:42569649	497	5
GI:30686523	538	1
GI:18403936	115	1
GI:18403938	63	1
GI:18403942	56	1
GI:15227479	580	40
GI:15227490	61	1
GI:18403948	201	3
GI:145330370	73	1
GI:42569652	462	41
GI:15227493	452	44
GI:18403955	238	1
GI:18403957	112	3
GI:30686563	823	4
GI:30686568	199	3
GI:18403965	192	3
GI:30686575	184	3
GI:42571071	422	7
GI:18403970	422	7
GI:15227518	80	1
GI:30686588	445	5
GI:18403980	432	12
GI:15227525	520	50
GI:15227527	192	1
GI:30686604	217	5
GI:30686606	995	22
GI:30686609	411	9
GI:79324414	680	18
GI:30686614	680	18
GI:15227535	680	18
GI:79567846	219	1
GI:15227538	210	11
GI:15227540	211	11
GI:15227542	227	5
GI:79567911	213	12
GI:186505715	161	12
GI:238479465	161	12
GI:30686631	333	6
GI:30686636	318	6
GI:42571075	485	6
GI:42571073	514	6
GI:42569659	483	6
GI:18404020	258	6
GI:186505729	183	2
GI:15227560	70	1
GI:18404030	261	2
GI:186505738	60	1
GI:18404032	145	8
GI:145330372	144	8
GI:30686662	146	8
GI:42569661	469	2
GI:30686669	244	16
GI:30686674	173	16
GI:15227574	317	3
GI:15227576	206	6
GI:15227581	239	7
GI:15227583	255	1
GI:15227585	164	24
GI:18404057	186	1
GI:15227588	150	3
GI:18404062	128	29
GI:15227593	144	8
GI:18404067	591	11
GI:15227596	1056	49
GI:30686707	135	1
GI:18404079	263	2
GI:15227607	304	1
GI:79568177	497	20
GI:18404086	478	4
GI:42571077	478	4
GI:79324430	79	1
GI:15227614	109	3
GI:186505793	80	1
GI:18404091	442	11
GI:18404095	364	15
GI:42570368	113	1
GI:18404097	255	2
GI:79594437	311	1
GI:18404099	336	3
GI:18404102	161	12
GI:145330374	356	5
GI:145360675	283	3
GI:15227637	414	1
GI:15227639	949	48
GI:79324441	155	12
GI:186505830	113	7
GI:238479468	84	5
GI:30686755	496	5
GI:79324451	496	5
GI:145360678	898	1
GI:42569669	1453	19
GI:15227650	858	4
GI:15227652	398	6
GI:79324461	192	10
GI:18404123	195	10
GI:30686787	192	10
GI:15227656	439	2
GI:15227658	448	23
GI:15227979	74	1
GI:15227980	184	18
GI:186505865	267	14
GI:15227981	358	14
GI:18404143	327	2
GI:238479470	842	5
GI:18404146	828	5
GI:238479472	884	5
GI:18404148	158	1
GI:42569673	1393	6
GI:15227986	536	5
GI:15227987	444	3
GI:15227989	249	3
GI:15227991	221	3
GI:15227997	574	8
GI:15227998	672	49
GI:186505891	46	0
GI:18404169	527	11
GI:15228000	436	6
GI:30686842	185	2
GI:18404176	164	2
GI:30686851	459	4
GI:186505909	38	0
GI:15228014	448	2
GI:42569676	373	1
GI:15228016	609	8
GI:42569679	512	12
GI:42571079	507	14
GI:145330376	168	5
GI:79324483	168	5
GI:42570370	218	5
GI:145361668	139	5
GI:42569681	366	49
GI:42571081	117	1
GI:15228022	333	50
GI:15228023	407	49
GI:30686882	1007	6
GI:79324492	79	1
GI:15228026	501	50
GI:79568513	365	1
GI:15228031	491	31
GI:15228032	496	33
GI:15228033	496	31
GI:15228034	496	41
GI:15228035	495	36
GI:15228037	495	34
GI:240254592	1716	1
GI:238479476	107	3
GI:238479478	101	3
GI:15228041	251	25
GI:18404248	124	1
GI:18404252	410	2
GI:240254594	1909	13
GI:186505975	61	1
GI:15228047	299	34
GI:15228048	390	7
GI:186505986	390	7
GI:186505990	53	1
GI:18404264	256	2
GI:42571083	227	2
GI:15228049	298	50
GI:145330677	231	2
GI:30686956	232	2
GI:238479482	225	3
GI:15228050	225	3
GI:15228052	1286	34
GI:186506002	32	0
GI:15228053	216	1
GI:18404278	198	1
GI:15228056	30	0
GI:18404283	386	5
GI:30686978	743	3
GI:30686982	741	3
GI:15228063	490	29
GI:15228064	625	37
GI:42571085	53	1
GI:18404292	547	5
GI:15228066	188	10
GI:42569686	1063	42
GI:186506028	308	1
GI:79324500	410	2
GI:30687001	410	2
GI:15228072	124	2
GI:30687010	433	1
GI:15228074	725	4
GI:79324530	714	44
GI:79568805	933	49
GI:79324537	934	50
GI:42570373	173	18
GI:79324546	173	18
GI:42571087	173	18
GI:240254596	530	2
GI:15228082	583	5
GI:15228084	351	3
GI:15228086	297	2
GI:18404322	242	1
GI:18404326	76	1
GI:186506069	296	50
GI:15228090	327	50
GI:15228091	107	2
GI:42571089	546	18
GI:30687050	546	18
GI:79324554	544	4
GI:42569691	544	4
GI:15228095	285	28
GI:15228096	285	28
GI:15228098	166	3
GI:30687065	133	1
GI:30687069	180	5
GI:30687072	215	12
GI:15228102	289	12
GI:15228104	757	2
GI:18404359	248	2
GI:15228109	284	8
GI:186506099	429	19
GI:145330679	347	19
GI:15228111	207	4
GI:79324564	207	4
GI:15228112	1413	25
GI:42569696	882	8
GI:15228116	128	1
GI:15228117	657	44
GI:15228119	500	50
GI:15228120	273	1
GI:42571091	260	5
GI:42571093	249	5
GI:30687109	290	5
GI:15228124	755	26
GI:186506124	669	2
GI:15228126	321	1
GI:30687119	259	6
GI:18404409	333	6
GI:15228131	243	4
GI:42571095	243	4
GI:30687132	1039	50
GI:15228134	178	4
GI:42570377	171	5
GI:42569699	479	17
GI:42571097	398	16
GI:18404429	297	36
GI:145330681	336	40
GI:15224291	380	45
GI:15224292	138	11
GI:186506150	43	0
GI:30687157	194	3
GI:42571099	193	3
GI:186506163	409	2
GI:18404441	468	2
GI:15224298	142	2
GI:42569702	854	9
GI:145360717	122	1
GI:15224306	321	16
GI:15224315	456	9
GI:79324596	456	9
GI:15224316	363	2
GI:42571101	345	2
GI:42571103	351	7
GI:18404463	494	7
GI:18404466	235	1
GI:18404468	384	14
GI:15224320	330	37
GI:15224322	113	7
GI:145330683	113	7
GI:15224324	161	1
GI:79324605	377	20
GI:30687201	377	20
GI:15224328	367	1
GI:15224330	262	29
GI:15224338	718	17
GI:18404496	325	2
GI:15224340	903	11
GI:145330685	202	1
GI:145360726	215	1
GI:42569706	642	2
GI:186506220	493	7
GI:186506216	613	7
GI:15224347	675	49
GI:15224349	482	15
GI:18404516	532	13
GI:15224354	304	1
GI:18404521	82	1
GI:145330687	290	17
GI:145362176	311	17
GI:42571107	290	17
GI:18404526	311	17
GI:186506243	291	17
GI:79324628	315	17
GI:42569711	283	17
GI:15224365	286	4
GI:30687261	314	17
GI:15224369	396	4
GI:15224371	233	4
GI:15224373	290	5
GI:30687274	733	50
GI:30687278	596	7
GI:79594760	347	4
GI:30687283	347	4
GI:79324637	432	7
GI:18404577	115	1
GI:18404579	247	12
GI:30687297	337	21
GI:15224397	575	46
GI:15224399	232	1
GI:18404589	251	1
GI:30687312	145	5
GI:30687315	467	3
GI:18404594	305	4
GI:15224415	207	4
GI:186506290	480	4
GI:30687326	480	4
GI:30687330	225	1
GI:18404604	78	3
GI:15224418	638	37
GI:18404610	318	1
GI:15224422	419	1
GI:42569717	757	4
GI:42571109	792	4
GI:145330689	834	2
GI:18404619	858	2
GI:30687357	234	1
GI:30687368	769	2
GI:18404621	769	2
GI:15224430	262	1
GI:42569720	512	10
GI:15224439	619	3
GI:18404633	558	21
GI:30687381	298	18
GI:15224443	521	1
GI:15224445	501	9
GI:18404642	485	5
GI:42571111	190	2
GI:15224449	190	2
GI:15224451	118	1
GI:145360743	405	6
GI:238479487	380	6
GI:240254599	314	1
GI:42571113	475	9
GI:15224460	463	9
GI:42570382	392	9
GI:18404664	312	4
GI:42571115	441	7
GI:42569725	441	7
GI:42571117	346	7
GI:186506337	326	7
GI:186506339	399	7
GI:15224466	79	3
GI:186506344	404	7
GI:15224470	309	4
GI:15224472	353	50
GI:15224473	289	2
GI:30687450	333	43
GI:18404699	293	3
GI:30687456	839	2
GI:18404701	839	2
GI:42571121	359	2
GI:15224479	475	2
GI:79570100	340	5
GI:186506364	63	1
GI:18404709	207	15
GI:18404712	410	35
GI:30687474	521	6
GI:15224488	244	9
GI:15224490	96	1
GI:15224494	220	11
GI:30687486	120	1
GI:42569732	522	5
GI:15224496	349	50
GI:15224497	349	50
GI:15224499	477	5
GI:15224501	671	6
GI:30687508	444	3
GI:42569734	393	2
GI:30687512	1399	7
GI:145360752	138	3
GI:15224883	524	2
GI:18404761	84	1
GI:30687530	519	42
GI:18404766	188	1
GI:42569737	455	50
GI:30687540	356	1
GI:15224891	486	23
GI:15224898	118	9
GI:15224899	118	9
GI:186506408	46	0
GI:18404784	335	1
GI:15224901	378	3
GI:240254602	328	1
GI:79570413	482	1
GI:15224905	424	50
GI:15224907	251	9
GI:15224909	286	10
GI:30687577	286	10
GI:42569741	257	50
GI:79324650	311	50
GI:30687585	467	2
GI:15224921	196	4
GI:186506434	77	1
GI:18404824	619	16
GI:186506444	352	6
GI:79324661	243	6
GI:30687594	352	6
GI:15224925	421	3
GI:240254604	315	1
GI:15224929	236	1
GI:79603216	212	3
GI:238479496	201	3
GI:238479498	260	3
GI:15224931	412	2
GI:18404840	214	2
GI:79324710	214	2
GI:15224935	587	11
GI:15224944	199	26
GI:18404847	244	1
GI:15224946	319	8
GI:15224947	321	9
GI:30687628	1509	1
GI:79570570	465	1
GI:30687635	204	1
GI:15224955	612	2
GI:15224957	136	15
GI:30687646	136	15
GI:30687643	136	15
GI:18404867	288	15
GI:42571125	310	15
GI:42570386	258	2
GI:42569747	331	2
GI:42569749	679	1
GI:18404881	389	5
GI:186506484	279	5
GI:30687679	398	5
GI:18404883	70	1
GI:79324746	112	18
GI:186506488	141	18
GI:79324722	112	18
GI:79324735	141	18
GI:18404885	141	18
GI:186506493	140	18
GI:30687696	298	1
GI:18404890	73	1
GI:18404892	54	1
GI:15224978	583	50
GI:186506512	309	5
GI:30687707	335	5
GI:186506508	334	5
GI:15224985	534	11
GI:30687716	708	8
GI:42569753	472	3
GI:42571127	478	3
GI:30687725	692	7
GI:30687731	479	13
GI:42571129	235	3
GI:15224996	291	3
GI:30687743	228	3
GI:15224999	289	28
GI:15225009	236	2
GI:18404927	228	2
GI:15225011	350	50
GI:18404934	317	1
GI:15225014	258	18
GI:145360782	351	1
GI:30687770	558	2
GI:79324760	514	2
GI:30687775	296	1
GI:30687780	435	50
GI:15225035	387	9
GI:30687791	550	11
GI:30687794	410	2
GI:15225040	120	1
GI:15225042	231	1
GI:15225044	776	50
GI:18404975	814	13
GI:18404977	374	12
GI:18404979	576	19
GI:15225053	601	14
GI:15225054	499	11
GI:15225055	867	2
GI:145360786	573	3
GI:79594951	325	16
GI:79570971	1181	1
GI:30687836	295	8
GI:186506576	749	6
GI:15225064	296	2
GI:240254606	837	2
GI:145330691	428	49
GI:15225068	458	50
GI:238479502	458	50
GI:15225073	189	3
GI:15225074	459	50
GI:42569765	1006	1
GI:15225076	740	33
GI:15225078	815	50
GI:15225080	328	1
GI:15225082	637	13
GI:15225083	123	5
GI:18405038	311	18
GI:30687879	317	18
GI:30687876	121	10
GI:42571131	119	3
GI:30687883	317	18
GI:15225466	322	7
GI:186506600	464	1
GI:186506604	162	1
GI:240254610	181	2
GI:15225468	394	4
GI:238479508	154	5
GI:15225470	154	5
GI:186506615	230	4
GI:18405066	238	4
GI:145330693	174	3
GI:15225474	1407	37
GI:30687905	387	1
GI:18405073	55	1
GI:15225480	374	47
GI:15225491	96	1
GI:145330695	174	2
GI:30687915	178	2
GI:15225493	87	4
GI:15225494	375	6
GI:15225496	233	1
GI:18405098	411	2
GI:240254612	1577	1
GI:15225502	136	7
GI:15225505	836	36
GI:30687951	236	2
GI:15225508	336	2
GI:15225516	549	50
GI:15225517	291	10
GI:15225520	395	50
GI:30687969	431	4
GI:18405124	428	4
GI:42569774	498	15
GI:79324779	418	16
GI:15225530	257	29
GI:18405136	87	1
GI:18405138	442	11
GI:18405141	401	12
GI:42571133	90	2
GI:18405143	90	2
GI:30687995	446	4
GI:18405145	474	4
GI:30687999	441	4
GI:79571331	511	3
GI:18405149	694	44
GI:18405153	408	8
GI:79324787	343	8
GI:15225553	361	6
GI:186506676	227	2
GI:18405157	259	6
GI:186506679	159	3
GI:18405162	240	6
GI:18405164	250	7
GI:42571135	614	4
GI:15225571	717	4
GI:30688039	275	4
GI:145330697	276	4
GI:79571425	927	1
GI:15225573	247	2
GI:145360806	528	8
GI:15225576	321	35
GI:145360808	775	46
GI:186506708	119	1
GI:42571137	142	3
GI:42570391	151	3
GI:186506719	48	1
GI:18405186	330	2
GI:15225582	367	50
GI:145330699	442	6
GI:15225591	442	6
GI:15225592	200	12
GI:30688076	436	1
GI:18405204	283	1
GI:15225595	783	4
GI:18405209	592	8
GI:145330701	555	2
GI:15225598	636	2
GI:30688096	192	2
GI:15225602	331	2
GI:30688105	125	1
GI:15225603	482	13
GI:15225611	293	1
GI:15225612	435	2
GI:186506757	36	0
GI:15225613	317	4
GI:42571139	182	3
GI:145330703	240	3
GI:30688117	228	3
GI:79571777	1976	3
GI:15225618	609	50
GI:18405251	258	3
GI:145330705	567	4
GI:42569785	607	5
GI:18405258	111	1
GI:186506786	37	0
GI:42571141	93	1
GI:18405261	538	8
GI:30688139	209	6
GI:15225630	276	11
GI:42571143	110	8
GI:15225631	130	8
GI:145361691	169	3
GI:42570393	613	12
GI:15225633	570	24
GI:18405278	491	7
GI:42571145	910	7
GI:15225637	597	11
GI:79324795	597	11
GI:18405283	424	39
GI:18405285	427	41
GI:15225645	92	1
GI:15225656	390	50
GI:42569790	463	1
GI:15225658	254	4
GI:30688190	25	0
GI:15225659	371	3
GI:15225661	328	5
GI:15225663	433	9
GI:186506828	53	1
GI:15225665	351	2
GI:15225668	361	50
GI:15225671	410	5
GI:42571147	482	32
GI:18405327	489	32
GI:18405331	589	44
GI:18405334	344	4
GI:79324819	241	4
GI:42571149	241	4
GI:15225679	259	4
GI:15226644	404	50
GI:145360829	276	2
GI:145330707	195	2
GI:42569796	425	37
GI:18405351	215	15
GI:18405354	341	9
GI:79572107	157	8
GI:42569798	753	1
GI:15226663	580	20
GI:15226664	213	12
GI:30688255	496	2
GI:18405375	735	5
GI:30688262	735	5
GI:30688264	226	3
GI:42571151	332	3
GI:42569800	440	6
GI:18405381	442	2
GI:145330709	449	2
GI:18405384	158	2
GI:15226685	194	5
GI:15226686	209	9
GI:15226687	583	47
GI:18405401	224	34
GI:18405403	193	1
GI:79572219	518	4
GI:15226690	394	4
GI:15226692	295	11
GI:15226694	133	3
GI:30688308	502	8
GI:186506900	502	8
GI:145330711	502	8
GI:186506897	502	8
GI:18405431	105	1
GI:145330713	794	15
GI:18405433	794	15
GI:42569805	589	1
GI:15226712	303	14
GI:79324827	462	2
GI:42569807	521	2
GI:15226714	311	22
GI:15226715	131	3
GI:30688336	257	1
GI:15226718	253	33
GI:15226727	367	16
GI:18405458	535	2
GI:79324835	314	4
GI:30688358	352	5
GI:30688352	383	5
GI:18405463	355	1
GI:18405465	389	3
GI:15226732	164	10
GI:18405476	420	1
GI:15226735	609	22
GI:15226736	93	4
GI:186506924	105	1
GI:15226737	860	46
GI:30688386	798	1
GI:15226739	292	3
GI:145331083	248	2
GI:15226740	346	3
GI:30688394	137	1
GI:18405495	474	1
GI:18405497	57	1
GI:240254615	1664	4
GI:15226743	171	2
GI:186506962	132	2
GI:30688406	154	4
GI:15226745	377	2
GI:186506973	33	0
GI:30688413	393	8
GI:42571153	393	8
GI:238479515	367	1
GI:240254617	492	4
GI:18405518	328	19
GI:42571155	328	19
GI:42571157	328	19
GI:42569818	955	2
GI:15226765	561	10
GI:30688440	658	34
GI:15226769	125	5
GI:30688445	508	50
GI:30688451	394	42
GI:42571159	442	20
GI:42569822	449	20
GI:79324843	377	21
GI:15226784	436	20
GI:30688462	403	23
GI:18405549	924	7
GI:186507011	179	3
GI:18405551	190	3
GI:30688471	166	3
GI:15226788	613	13
GI:18405556	721	3
GI:15226792	679	2
GI:18405560	351	5
GI:15226794	248	8
GI:15226796	617	0
GI:240254619	411	10
GI:79324858	81	1
GI:145331085	89	1
GI:186507022	211	2
GI:145360857	184	2
GI:15226809	238	2
GI:42571161	382	2
GI:30688500	463	2
GI:30688506	352	2
GI:30688510	376	3
GI:15226817	451	11
GI:145331087	451	11
GI:30688517	262	6
GI:18405590	262	6
GI:42571163	262	6
GI:30688521	565	50
GI:186507050	34	0
GI:15226831	191	19
GI:15226833	324	25
GI:79324865	289	24
GI:186507059	199	16
GI:30688531	149	44
GI:15226837	261	1
GI:15226839	253	5
GI:15226841	576	50
GI:30688549	259	3
GI:145360865	404	3
GI:30688554	287	2
GI:30688559	371	3
GI:18405627	141	2
GI:18405629	536	11
GI:18405632	161	1
GI:15227305	772	16
GI:15227306	1629	4
GI:186507092	67	1
GI:30688575	88	1
GI:186507095	35	0
GI:30688583	241	5
GI:15227308	242	5
GI:15227309	290	2
GI:42571165	280	3
GI:30688591	225	3
GI:15227311	107	1
GI:15227323	376	16
GI:145360869	394	14
GI:15227325	225	11
GI:15227326	402	13
GI:15227327	218	5
GI:186507125	82	1
GI:18405674	298	2
GI:79324879	299	2
GI:240254621	387	20
GI:15227330	491	4
GI:15227331	269	6
GI:79572991	148	3
GI:42569834	150	2
GI:15227349	216	2
GI:145331089	74	1
GI:15227350	98	1
GI:42571167	120	4
GI:30688651	163	4
GI:15227351	163	4
GI:42571169	163	4
GI:186507157	289	4
GI:186507161	171	3
GI:186507165	227	3
GI:186507168	612	2
GI:186507172	549	2
GI:186507176	451	5
GI:186507183	403	2
GI:15227354	536	5
GI:240254624	414	4
GI:238479526	91	1
GI:186507192	179	5
GI:145360874	341	50
GI:18405716	431	2
GI:15227373	554	8
GI:15227374	575	8
GI:42571171	1077	3
GI:30688675	1108	3
GI:15227376	284	1
GI:30688691	462	4
GI:79324881	462	4
GI:15227377	462	4
GI:30688700	475	1
GI:15227380	1030	14
GI:15227393	367	16
GI:145331091	207	5
GI:15227394	151	5
GI:186507231	220	5
GI:186507228	151	5
GI:42571173	164	5
GI:42569841	310	1
GI:18405761	861	2
GI:15227397	312	5
GI:18405766	500	7
GI:15227399	66	1
GI:18405770	297	12
GI:30688739	386	3
GI:18405775	529	3
GI:15227413	244	22
GI:79324883	1846	15
GI:79595267	1882	15
GI:18405782	461	2
GI:238479528	461	2
GI:30688760	428	18
GI:18405784	423	21
GI:42570403	683	3
GI:30688764	822	2
GI:15227416	119	2
GI:18405794	976	6
GI:15227419	253	1
GI:18405798	221	1
GI:18405801	771	2
GI:15227433	127	2
GI:145331093	127	2
GI:15227435	970	5
GI:15227437	370	12
GI:15227439	370	13
GI:15227441	890	47
GI:42569848	1025	7
GI:30688811	279	4
GI:15227443	285	6
GI:30688821	433	50
GI:42571175	530	50
GI:145360893	530	50
GI:15227454	274	2
GI:18405829	387	3
GI:15227459	764	7
GI:18405834	716	12
GI:42571177	61	1
GI:15227461	373	31
GI:15227462	318	36
GI:186507320	351	40
GI:15227472	257	2
GI:238479530	204	3
GI:145331095	166	3
GI:42571179	158	3
GI:15227474	266	1
GI:15227476	1215	2
GI:15227478	365	50
GI:15227480	305	7
GI:15227481	297	5
GI:15227482	115	3
GI:30688867	413	4
GI:30688872	1083	14
GI:15227484	425	6
GI:18405869	269	1
GI:15227497	268	4
GI:18405878	280	1
GI:15227500	263	2
GI:15227502	366	18
GI:15227503	378	19
GI:15227505	137	1
GI:42571181	440	2
GI:42569857	441	2
GI:30688902	270	6
GI:145362192	299	6
GI:42571183	269	6
GI:42571185	271	6
GI:42571189	204	6
GI:15227891	172	2
GI:15227892	631	4
GI:42569859	488	3
GI:30688915	329	19
GI:42570406	166	2
GI:18405905	141	3
GI:15227896	375	26
GI:79324885	173	4
GI:79324887	159	4
GI:79324889	159	4
GI:18405910	159	4
GI:18405912	234	2
GI:42569861	562	3
GI:42571191	568	3
GI:145331097	302	6
GI:186507399	289	6
GI:145361708	292	6
GI:15227911	514	50
GI:15227912	259	2
GI:15227913	2172	4
GI:42571193	300	2
GI:42569863	359	7
GI:15227915	646	45
GI:79324891	233	4
GI:30688981	327	27
GI:15227917	114	2
GI:79324893	669	7
GI:15227918	669	7
GI:15227926	752	3
GI:145331099	752	3
GI:15227927	349	1
GI:15227928	217	3
GI:15227929	236	5
GI:15227930	715	2
GI:30689003	310	3
GI:30689007	321	5
GI:18405960	212	2
GI:42571195	104	1
GI:18405962	450	3
GI:15227934	214	1
GI:18405967	245	32
GI:240254627	244	25
GI:42569869	546	1
GI:15227945	441	22
GI:15227946	898	34
GI:15227947	743	8
GI:30689034	776	2
GI:18405985	313	35
GI:42571197	266	33
GI:238479540	443	3
GI:240254629	532	4
GI:238479538	653	4
GI:15227951	633	50
GI:15227952	141	3
GI:30689052	127	3
GI:15227963	139	3
GI:15227964	344	47
GI:15227965	635	1
GI:18406003	367	42
GI:18406005	691	7
GI:79324895	262	23
GI:79324897	276	23
GI:18406007	263	23
GI:240254631	963	7
GI:240254633	963	7
GI:30689086	177	11
GI:18406012	177	11
GI:18406017	693	1
GI:186507514	783	49
GI:15227974	372	3
GI:15227975	255	5
GI:145331101	242	7
GI:18406030	241	7
GI:18406032	142	3
GI:15227978	412	14
GI:186507531	838	1
GI:30689119	415	3
GI:30689123	443	50
GI:15227992	737	50
GI:79595462	182	5
GI:18406052	344	2
GI:15227995	267	1
GI:18406056	232	1
GI:18406058	293	1
GI:15228003	509	3
GI:15228004	462	50
GI:79324899	538	36
GI:18406066	484	35
GI:42569877	158	6
GI:18406070	246	50
GI:30689162	248	48
GI:15228010	306	1
GI:15228011	485	23
GI:18406080	224	1
GI:18406084	118	2
GI:18406088	606	50
GI:30689179	79	1
GI:18406092	843	12
GI:42571201	830	12
GI:145331103	830	12
GI:15228024	276	1
GI:15228027	337	2
GI:15228028	559	50
GI:15228029	134	1
GI:15228036	257	15
GI:30689197	501	6
GI:30689202	213	1
GI:15228043	494	50
GI:30689207	187	1
GI:15228044	527	26
GI:42569882	350	50
GI:15224202	275	50
GI:30689224	428	12
GI:30689218	430	12
GI:186507613	55	1
GI:15224204	490	7
GI:15224205	271	2
GI:30689234	704	3
GI:15224207	518	50
GI:15224208	156	1
GI:42570411	540	7
GI:15224220	283	12
GI:15224221	251	3
GI:15224222	256	3
GI:30689255	288	1
GI:30689259	321	4
GI:15224226	214	50
GI:145360933	297	6
GI:15224236	212	1
GI:79324901	646	6
GI:30689274	895	6
GI:30689266	895	6
GI:42571203	895	6
GI:42571205	478	6
GI:42571207	466	6
GI:30689278	479	6
GI:42569887	451	6
GI:30689290	295	3
GI:42571209	295	3
GI:18406178	296	3
GI:15224241	611	44
GI:30689298	531	2
GI:30689303	531	2
GI:15224243	538	50
GI:18406188	406	50
GI:145331105	437	1
GI:186507685	387	7
GI:145360939	406	7
GI:15224253	625	1
GI:42570414	214	13
GI:186507692	215	13
GI:42569889	420	11
GI:186507698	190	4
GI:186507709	189	4
GI:186507706	189	4
GI:186507702	188	4
GI:15224255	387	9
GI:30689328	206	6
GI:18406202	215	25
GI:15224258	133	1
GI:145331107	351	3
GI:18406207	351	3
GI:30689342	509	38
GI:30689349	189	6
GI:15224272	206	8
GI:15224273	378	1
GI:30689357	333	2
GI:186507717	84	1
GI:186507720	56	1
GI:30689361	114	1
GI:15224277	633	1
GI:145331113	901	5
GI:145360944	858	5
GI:145331111	901	5
GI:145331109	901	5
GI:18406234	561	5
GI:42571211	313	7
GI:18406237	331	7
GI:145360947	401	9
GI:145331115	405	9
GI:15224283	73	1
GI:15224284	69	2
GI:238479547	388	2
GI:240254636	210	1
GI:30689391	335	50
GI:186507749	745	18
GI:186507757	743	18
GI:186507745	745	18
GI:186507761	707	18
GI:186507753	745	18
GI:15224289	947	13
GI:238479552	947	13
GI:15224295	89	5
GI:15224297	90	5
GI:15224299	85	1
GI:18406270	97	5
GI:18406272	169	1
GI:18406274	103	1
GI:15224305	223	1
GI:15224308	277	12
GI:15224310	265	12
GI:15224312	264	12
GI:15224314	273	11
GI:15224319	281	12
GI:15224321	283	12
GI:30689439	274	3
GI:145331117	121	2
GI:15224325	121	2
GI:30689446	654	3
GI:30689452	122	5
GI:42571213	123	5
GI:30689458	121	5
GI:186507803	668	8
GI:186507807	669	8
GI:238479554	668	8
GI:15224334	664	50
GI:15224335	658	50
GI:30689469	401	8
GI:15224342	401	8
GI:15224344	147	4
GI:42569899	224	3
GI:79324903	290	3
GI:15224348	309	3
GI:240254640	90	1
GI:15224351	392	19
GI:15224353	198	3
GI:145331119	198	3
GI:186507823	198	3
GI:15224356	343	2
GI:238479560	67	2
GI:15224357	67	2
GI:15224359	395	50
GI:145361725	152	3
GI:186507837	170	3
GI:15224360	894	11
GI:145331121	91	3
